state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
"Madhya Pradesh","23","Jabalpur","411","Panagar","3869","Govt. H.S.S. Singoud","Jhirmili","233904006","483220","","GOVT. PRY SCHOOL  JHIRMILI","23390400601","Primary","Co. Educational","Department of Education","1993","79.92814","23.36814","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","1.0","3.0","2.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","11.0"
"Maharashtra","27","Gadchiroli","475","Mulchera","4381","Mulchera","Devnagar","271209071","442707","","ZILLA PRISHAD PRIMARY SCHOOL, DEVNAGAR","27120907101","Primary","Co. Educational","Local body","2009","80.004457","19.620702","Operational","Rural","1.0","4.0","","","0.0","2.0","0.0","2.0","0.0","4.0","3.0","10.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","19.0"
"Karnataka","29","Dakshina Kannada","534","","None","Huhakuvakallu","Balepuni","292401010","","","SHARADA GANAPATHI  HIGH SCHOOL KAIRANAGALA","29240101007","Secondary Only","Co. Educational","Private Unaided (Recognized)","2016","74.957222","12.788611","Operational","Rural","1.0","10.0","State Board","","0.0","15.0","6.0","13.0","85.0","80.0","48.0","90.0","82.0","76.0","71.0","48.0","77.0","68.0","66.0","0.0","0.0","706.0","791.0"
"Madhya Pradesh","23","Chhatarpur","398","Bijawar","3783","Hss (Girls) Bijawar","Bijawar","230903002","471405","BIJAWAR","MAA MANSHAPURAN SHIKSHA NIKETAN BIJAWAR","23090300221","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2004","79.495023","24.630681","Operational","Urban","1.0","8.0","","","0.0","10.0","0.0","11.0","20.0","23.0","34.0","24.0","7.0","21.0","28.0","27.0","24.0","0.0","0.0","0.0","0.0","188.0","208.0"
"Uttar Pradesh","09","Kanpur Nagar","157","","None","Crc Govind Nagar","Kidwai Nagar North","93421014","208011","KIDWAI NAGAR NORTH","SRI KIDWAI VID. INTER COLLEGE","9341600150","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Government Aided","1964","80.319036","26.492326","Operational","Urban","1.0","12.0","State Board","State Board","0.0","10.0","5.0","8.0","0.0","2.0","2.0","5.0","4.0","3.0","4.0","7.0","7.0","8.0","13.0","6.0","1.0","62.0","62.0"
"Madhya Pradesh","23","Gwalior","407","Bhitarwar","3848","Ghs Kachhua","Rajaua.","230402120","475001","","GPS RAJAUA","23040212001","Primary","Co. Educational","Department of Education","1984","78.135891","26.015346","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","6.0","6.0","2.0","5.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0","28.0"
"Uttar Pradesh","09","Jyotiba Phule Nagar (Amroha)","None","Joya","None","Rajab Pur","Rajab Pur","90621032","244236","","A S M JHS JAGUA KHURD","9062103214","Upper Primary only","Co. Educational","Private Unaided (Recognized)","1998","78.392611","28.79976","Operational","Rural","6.0","8.0","","","0.0","8.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","26.0","21.0","0.0","0.0","0.0","0.0","66.0","66.0"
"Gujarat","24","Dohad","445","Sanjeli","7132","Hirola","Hirola","241808158","389175","","TALAGAM VARG HIROLA PRA.SHALA","24180815806","Primary with Upper Primary","Co. Educational","Local body","1999","74.077599","23.051873","Operational","Rural","1.0","8.0","","","0.0","7.0","0.0","9.0","0.0","28.0","26.0","23.0","27.0","32.0","25.0","36.0","30.0","0.0","0.0","0.0","0.0","227.0","227.0"
"Assam","18","Karbi Anglong","292","Lumbajong","2621","Borjan","Mohongdichuua","181905039","782461","","MOHENDIJUA GOVT. ME SCHOOL","18190503902","Upper Primary only","Co. Educational","Department of Education","1940","93.410033","25.996167","Operational","Rural","6.0","8.0","","","0.0","8.0","2.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","31.0","17.0","0.0","0.0","0.0","0.0","75.0","75.0"
"Assam","18","Sonitpur","301","Balipara","2703","Rangajan 1","Khanamukh","181103130","784101","","KHANAMUKH HS","18110313003","Pri. Upper Pri. and Secondary Only","Co. Educational","Department of Education","1976","92.388017","26.85385","Operational","Rural","1.0","10.0","State Board","","0.0","16.0","6.0","30.0","0.0","37.0","55.0","44.0","53.0","31.0","152.0","146.0","132.0","191.0","186.0","0.0","0.0","1027.0","1027.0"
"Madhya Pradesh","23","Anuppur","390","","None","Hss Bhejari","Umaniya","234711088","484886","","GOVT. HS UMANIYA","23471108803","Secondary with Higher Secondary","Co. Educational","Tribal Welfare Department","2008","81.662676","22.858381","Operational","Rural","9.0","12.0","State Board","State Board","0.0","10.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","41.0","19.0","35.0","142.0","142.0"
"Assam","18","Sivasagar","300","Demow","2694","Pachim Panidihing- B","Samu Guri","181602151","785671","","SUMONI MIRI GOVT JR BASIC SCHO","18160215102","Primary","Co. Educational","Department of Education","1939","94.6939","27.200367","Operational","Rural","1.0","5.0","","","0.0","3.0","3.0","2.0","0.0","14.0","13.0","6.0","7.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","50.0"
"Kerala","32","Malappuram","562","","None","Gups Pulloor","Manjeri","320506006","676123","MANJERI","GMUPS MELAKKAM","32050600603","Primary with Upper Primary","Co. Educational","Department of Education","1955","76.117","11.128","Operational","Urban","0.0","7.0","","","0.0","13.0","1.0","13.0","28.0","27.0","23.0","29.0","40.0","38.0","17.0","23.0","0.0","0.0","0.0","0.0","0.0","197.0","225.0"
"Telangana","36","Sangareddy","691","Sangareddy","5302","Ghs New Sangareddy","Ismailkhanpet","361619007","","","VIVEKANANDA PUBLIC SCHOOL","36161900708","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1999","78.157717","17.62745","Operational","Rural","1.0","7.0","","","0.0","14.0","2.0","8.0","0.0","0.0","13.0","14.0","12.0","10.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","63.0","63.0"
"Assam","18","Golaghat","288","","None","Phulbari","Purajanghal Gaon","181802077","785613","","JOYPUR PURAJANGHAL LPS","18180207701","Primary","Co. Educational","Department of Education","1971","93.844083","26.49275","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","3.0","15.0","21.0","21.0","21.0","15.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","93.0","108.0"
"Telangana","36","Vikarabad","698","Tandur","5539","Ghs Girls Tandur U/M","Chengole","362414022","","","ZPHS CHENGOLE","36241402203","Upper Pri. and Secondary","Co. Educational","Local body","2000","77.572803","17.296485","Operational","Rural","6.0","10.0","State Board","","0.0","10.0","3.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","71.0","75.0","53.0","86.0","85.0","0.0","0.0","370.0","370.0"
"Tamil Nadu","33","Tirunelveli","592","Valliyoor","6401","Ghs Pazhavoor","Perunkudi","332918006","","","ST THRESA HSS VADAKANKULAM","33291800617","Upper Pri. Secondary and Higher Sec","Co. Educational","Government Aided","1930","77.60605","8.25921","Operational","Rural","6.0","12.0","State Board","State Board","1.0","21.0","4.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","57.0","59.0","99.0","112.0","149.0","121.0","644.0","644.0"
"Arunachal Pradesh","12","West Kameng","242","","None","Jamiri","Hemoibung","120205020","790116","","GOVT.PRY.SCHOOL HEMOIBUNG","12020502001","Primary","Co. Educational","Department of Education","2006","92.511944","27.213889","Operational","Rural","1.0","5.0","","","0.0","6.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","7.0"
"Kerala","32","Thiruvananthapuram","565","","None","Panniyodu","Veeranacavu","321404006","695543","","LMSUPS URIYACODU","32140400607","Upper Primary only","Co. Educational","Government Aided","1917","77.086665","8.536883","Operational","Rural","5.0","7.0","","","0.0","7.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","27.0","39.0","33.0","0.0","0.0","0.0","0.0","0.0","99.0","99.0"
"Uttar Pradesh","09","Allahabad","None","Nagar Chhetra","None","Mera Pur","Meera Pur..","94522014","211003","MEERA PUR..","PS MEERA PUR","9452201402","Primary","Co. Educational","Department of Education","1970","81.82879","25.42591","Operational","Urban","1.0","5.0","","","0.0","1.0","0.0","2.0","0.0","10.0","12.0","24.0","16.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72.0","72.0"
"Jharkhand","20","Deoghar","324","Sarath","3088","M.S Karaihiya","Heth Karahiya","200705156","814149","","UPG .P.S. HETH KARAHIYA","20070515601","Primary","Co. Educational","Department of Education","2003","86.862139","24.290111","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","2.0","0.0","12.0","14.0","14.0","15.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","68.0"
"Uttar Pradesh","09","Mathura","167","","None","Magorra","Magorra","91403064","281001","","MAA MOHANI MANSA DEVI P.S. MAGORRA","9140306415","Primary","Co. Educational","Private Unaided (Recognized)","2006","77.780556","27.765278","Operational","Rural","1.0","5.0","","","10.0","6.0","4.0","5.0","0.0","27.0","24.0","28.0","25.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","133.0","133.0"
"Tamil Nadu","33","Coimbatore","569","","None","Pups Solayar I","Anaimalai Kunrugal (Valparai)","331214001","","ANAIMALAI KUNRUGAL (VALPARAI)","APS MUKKOTTUMUDI","33121400166","Primary","Co. Educational","Government Aided","1957","76.91904","10.26753","Operational","Urban","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","5.0","6.0","3.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","20.0"
"Jammu and Kashmir","01","Punch","None","Surankote","None","Lassana","Nerian","11112023","185121","","MS JABBRI NERHIAN","1111202303","Primary with Upper Primary","Co. Educational","Department of Education","1991","74.2425","33.7431","Operational","Rural","1.0","8.0","","","0.0","4.0","1.0","4.0","0.0","13.0","9.0","9.0","12.0","9.0","15.0","22.0","15.0","0.0","0.0","0.0","0.0","104.0","104.0"
"Tamil Nadu","33","Tiruvannamalai","593","Pernamallur","6411","Anaibogi","Erumbur","330604016","","","PUPS ERUMBUR","33060401602","Primary","Co. Educational","Department of Education","1958","79.53063","12.53849","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","1.0","0.0","6.0","4.0","1.0","6.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","20.0"
"Maharashtra","27","Washim","499","Washim","4617","Kekatumara","Aanjankheda","270606057","444505","","ZPPS AANJANKHEDA","27060605701","Primary","Co. Educational","Local body","1966","77.13438","20.050663","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","12.0","4.0","15.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.0","42.0"
"Tripura","16","Unakoti","655","Pecharthal","2422","Ramguna C.P. Hs School.","Uttar Machmara","160808013","799263","","DHANICHERRA  SR. B. SCHOOL.","16080801301","Primary with Upper Primary","Co. Educational","Department of Education","1961","92.10961","24.12255","Operational","Rural","1.0","8.0","","","0.0","8.0","3.0","6.0","0.0","11.0","16.0","7.0","4.0","15.0","13.0","18.0","8.0","0.0","0.0","0.0","0.0","92.0","92.0"
"Haryana","06","Karnal","067","Karnal","0514","Gsss Sheikhpura Sohana","Sheikhpura Sohana","60604097","132001","","GPS SHEIKHPURA SOHANA","6060409701","Primary","Co. Educational","Department of Education","1954","77.030867","29.658167","Operational","Rural","1.0","5.0","","","0.0","7.0","1.0","6.0","0.0","16.0","16.0","25.0","50.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","131.0","131.0"
"Uttar Pradesh","09","Sant Kabeer Nagar","178","","None","Semariyanva","Tenuhari Avval","95617163","272175","","PT RAM KOMAL RANJEET TRIPATHI COLLEGE TENUHARI AVVAL","9561716301","Upper Pri. and Secondary","Co. Educational","Private Unaided (Recognized)","2013","82.999525","26.763649","Operational","Rural","6.0","10.0","State Board","","0.0","11.0","11.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","49.0","40.0","49.0","18.0","0.0","0.0","205.0","205.0"
"Rajasthan","08","Udaipur","117","Mavli","0800","Uceeo10225- Gsss Fatehnagar Near Roadways Bus Stand Ward No 19 (223141)","Np_Fateh_San Ward No. 15","82603156","313205","NP_FATEHNAGAR - Ward No.- 15","SHIV SHAKTI PUBLIC SCHOOL","8260315605","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","2010","74.094624","24.810903","Operational","Urban","0.0","10.0","State Board","","1.0","14.0","4.0","12.0","55.0","25.0","21.0","18.0","20.0","25.0","15.0","4.0","5.0","8.0","10.0","0.0","0.0","151.0","206.0"
"Assam","18","Karimganj","293","","None","Kalkalighat","Kurthacherra","182203299","788725","","RAMKISHUN GOALA VLP SCHOOL","18220329902","Primary","Co. Educational","Unrecognized","1982","92.2632","24.5621","Operational","Rural","1.0","5.0","","","0.0","1.0","1.0","3.0","0.0","14.0","5.0","5.0","4.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","34.0"
"Gujarat","24","Anand","440","Khambhat","4074","Gavara Taluka Shala","Khambhat","241504022","388620","KHAMBHAT","BAVA BAJISA  PRIMARY SCHOOL","24150402229","Primary","Co. Educational","Local body","1995","72.631879","22.319249","Operational","Urban","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","4.0","8.0","11.0","19.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","55.0","55.0"
"Uttar Pradesh","09","Ballia","126","Belhari","0910","Belhari","Belahari","96315030","277403","","CAMBRIDGE CONVENT SCHOOL","9631503004","Primary","Co. Educational","Private Unaided (Recognized)","2018","84.344442","25.770147","Operational","Rural","1.0","5.0","","","0.0","5.0","3.0","6.0","0.0","27.0","36.0","33.0","31.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","152.0","152.0"
"Madhya Pradesh","23","Mandla","415","Narayanganj","3907","Hss Mangalganj (23421307205)","Kondra Mal","234213072","481662","","PS(EGS) BAJRANG TOLA KONDRA","23421307204","Primary","Co. Educational","Tribal Welfare Department","1997","80.29997","22.736944","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","3.0","2.0","4.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","14.0"
"Rajasthan","08","Karauli","108","","None","Peeo6975- Gsss Chandelipura (212705)","Gopalpur","80906072","322251","","GPS KHADDAR PURA","8090607201","Primary","Co. Educational","Local body","2007","77.251622","26.324347","Operational","Rural","1.0","5.0","","","0.0","3.0","3.0","1.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","6.0"
"Telangana","36","Medak","513","Shivampet","5305","Zphs Shivampet","Shivampet","361717016","","","MPPS SHIVAMPET","36171701602","Primary","Co. Educational","Local body","1959","78.370731","17.788962","Operational","Rural","1.0","5.0","","","0.0","3.0","2.0","4.0","0.0","13.0","18.0","6.0","30.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","95.0"
"Jharkhand","20","Deoghar","324","Sonaraithari","6623","M.S Sonaraithari","Sonaray Tadhi","200710043","814150","","DIVINE MOTHER PUBLIC SCHOOL","20071004305","Primary with Upper Primary","Co. Educational","Unrecognized","2016","86.908406","24.353845","Operational","Rural","1.0","8.0","","","0.0","8.0","1.0","5.0","0.0","110.0","182.0","21.0","10.0","1.0","9.0","7.0","0.0","0.0","0.0","0.0","0.0","340.0","340.0"
"Bihar","10","Rohtas","215","Sasaram","2025","Urdu M S Shah Jalalpir","Ward No-21","103201278","821115","WARD NO-21","GYAN KUNJ PUBLIC SCHOOL","10320127801","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2005","83.99241","24.95507","Operational","Urban","0.0","8.0","","","0.0","14.0","2.0","15.0","69.0","118.0","38.0","29.0","32.0","31.0","22.0","19.0","27.0","0.0","0.0","0.0","0.0","316.0","385.0"
"Karnataka","29","Shivamogga","547","Sorab","5903","Hurali","Hurali","291506060","","","SRI MARUTHI RURAL HIGH SCHOOL HURALI","29150606002","Secondary Only","Co. Educational","Private Unaided (Recognized)","1993","75.179167","14.578611","Operational","Rural","8.0","10.0","State Board","","0.0","4.0","2.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","29.0","26.0","0.0","0.0","80.0","80.0"
"Uttar Pradesh","09","Meerut","169","Machra","1392","Mahal Wala","Bhagwanpur","90710032","250104","","COMPOSITE SCHOOL BHAGWANPUR","9071003202","Primary with Upper Primary","Co. Educational","Department of Education","2001","77.571665","28.541182","Operational","Rural","1.0","8.0","","","0.0","7.0","0.0","4.0","0.0","13.0","13.0","11.0","9.0","6.0","3.0","13.0","5.0","0.0","0.0","0.0","0.0","73.0","73.0"
"Bihar","10","Supaul","223","Supaul","2135","M/S Amha Chaughara","Hardi West","100610072","852108","","U/M/S  JIVACHHPUR  BOYS","10061007205","Primary with Upper Primary","Co. Educational","Department of Education","1955","86.7064","26.0629","Operational","Rural","1.0","8.0","","","0.0","5.0","0.0","7.0","0.0","37.0","35.0","39.0","23.0","29.0","40.0","63.0","47.0","0.0","0.0","0.0","0.0","313.0","313.0"
"Tamil Nadu","33","Kanchipuram","574","","None","Pups, Valuuvapakkam","Vaiyavur","330311015","","","PUPS MALAIVAIYAVOOR","33031101502","Primary","Co. Educational","Department of Education","1966","79.894595","12.596308","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","2.0","0.0","20.0","17.0","26.0","21.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","108.0","108.0"
"Uttar Pradesh","09","Gautam Buddha Nagar","144","","None","Chipiyana Bujurg","Roja Jalalpur","91001009","203207","","SHRI CHANDU LAL SCHOOL","9100100905","Primary","Co. Educational","Private Unaided (Recognized)","2003","77.4724","28.59356","Operational","Rural","1.0","5.0","","","0.0","9.0","0.0","8.0","0.0","64.0","33.0","48.0","25.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","200.0","200.0"
"Maharashtra","27","Sindhudurg","495","Malvan","4574","Poip","Chunaware","273305079","416608","","ZPPS CHUNAWARE NO.1","27330507901","Primary with Upper Primary","Co. Educational","Local body","1936","73.574507","16.203715","Operational","Rural","1.0","7.0","","","0.0","3.0","1.0","3.0","0.0","0.0","1.0","1.0","1.0","1.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","8.0","8.0"
"Assam","18","Sonitpur","301","Naduar","2711","Murhadol","Bakola","181104010","784181","","MAJGAON LPS","18110401001","Primary","Co. Educational","Department of Education","1938","93.11655","26.734867","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","3.0","0.0","6.0","6.0","6.0","11.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","35.0"
"Uttar Pradesh","09","Sitapur","183","Machhrehta","1558","Parsada","Kanduvapur","92409102","261401","","RAMRANI BALIKA VIDYALAYA KANDUWAPUR","9240910204","Primary","Co. Educational","Private Unaided (Recognized)","2005","80.65679","27.47336","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","5.0","0.0","20.0","18.0","22.0","20.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","100.0"
"Andhra Pradesh","28","Kurnool","511","Adoni","5149","Zphs Pedda Harivaram","Madire","282123008","","","MPPS MADIRE-III","28212300801","Primary","Co. Educational","Local body","1924","77.2549","15.6109","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","4.0","0.0","28.0","40.0","29.0","29.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","156.0","156.0"
